entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene_tag	gene
103822522	NA	NA	NA	NA	GAB1	GRB2 associated binding protein 1	GAB1	LOC103822522	103822522
127059518	NA	NA	NA	NA	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMARCA5	LOC127059518	127059518
127059533	NA	NA	NA	NA	AFF1	ALF transcription elongation factor 1	AFF1	LOC127059533	127059533
108961180	NA	NA	NA	NA	LOC108961180	estradiol 17-beta-dehydrogenase 11-like	LOC108961180	LOC108961180	108961180
103826298	NA	NA	NA	NA	IBSP	integrin binding sialoprotein	IBSP	LOC103826298	103826298
103826300	NA	NA	NA	NA	SPARCL1	SPARC like 1	SPARCL1	LOC103826300	103826300
127059527	NA	NA	NA	NA	LOC127059527	SPARC-like protein 1	LOC127059527	LOC127059527	127059527
103826293	NA	NA	NA	NA	NKX6-1	NK6 homeobox 1	NKX6-1	LOC103826293	103826293
103826292	NA	NA	NA	NA	WDFY3	WD repeat and FYVE domain containing 3	WDFY3	LOC103826292	103826292
127059538	NA	NA	NA	NA	LOC127059538	uncharacterized LOC127059538	LOC127059538	LOC127059538	127059538
103826290	NA	NA	NA	NA	DCLK2	doublecortin like kinase 2	DCLK2	LOC103826290	103826290
115485336	NA	NA	NA	NA	LOC115485336	uncharacterized LOC115485336	LOC115485336	LOC115485336	115485336
103826289	NA	NA	NA	NA	TMEM184C	transmembrane protein 184C	TMEM184C	LOC103826289	103826289
108961200	NA	NA	NA	NA	LOC108961200	uncharacterized LOC108961200	LOC108961200	LOC108961200	108961200
103826288	NA	NA	NA	NA	TTC29	tetratricopeptide repeat domain 29	TTC29	LOC103826288	103826288
103826287	NA	NA	NA	NA	POU4F2	POU class 4 homeobox 2	POU4F2	LOC103826287	103826287
103826286	NA	NA	NA	NA	SLC10A7	solute carrier family 10 member 7	SLC10A7	LOC103826286	103826286
108964929	NA	NA	NA	NA	REELD1	reeler domain containing 1	REELD1	LOC108964929	108964929
127059549	NA	NA	NA	NA	LOC127059549	uncharacterized LOC127059549	LOC127059549	LOC127059549	127059549
103826073	NA	NA	NA	NA	OTUD4	OTU deubiquitinase 4	OTUD4	LOC103826073	103826073
127059515	NA	NA	NA	NA	LOC127059515	uncharacterized LOC127059515	LOC127059515	LOC127059515	127059515
103826066	NA	NA	NA	NA	LOC103826066	mitogen-activated protein kinase 10	LOC103826066	LOC103826066	103826066
103826282	NA	NA	NA	NA	PRPF31	pre-mRNA processing factor 31	PRPF31	LOC103826282	103826282
103826064	NA	NA	NA	NA	COPS4	COP9 signalosome subunit 4	COPS4	LOC103826064	103826064
103826281	NA	NA	NA	NA	THAP9	THAP domain containing 9	THAP9	LOC103826281	103826281
103826279	NA	NA	NA	NA	ENOPH1	enolase-phosphatase 1	ENOPH1	LOC103826279	103826279
103826058	NA	NA	NA	NA	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	HNRNPDL	LOC103826058	103826058
103826057	NA	NA	NA	NA	HNRNPD	heterogeneous nuclear ribonucleoprotein D	HNRNPD	LOC103826057	103826057
103826278	NA	NA	NA	NA	ADGRL3	adhesion G protein-coupled receptor L3	ADGRL3	LOC103826278	103826278
103826053	NA	NA	NA	NA	TECRL	trans-2,3-enoyl-CoA reductase like	TECRL	LOC103826053	103826053
103826277	NA	NA	NA	NA	IGFBP7	insulin like growth factor binding protein 7	IGFBP7	LOC103826277	103826277
127059543	NA	NA	NA	NA	PYURF	PIGY upstream open reading frame	PYURF	LOC127059543	127059543
103826046	NA	NA	NA	NA	GPRIN3	GPRIN family member 3	GPRIN3	LOC103826046	103826046
103826274	NA	NA	NA	NA	MMRN1	multimerin 1	MMRN1	LOC103826274	103826274
103819939	NA	NA	NA	NA	LOC103819939	E3 ubiquitin-protein ligase RNF213-like	LOC103819939	LOC103819939	103819939
127059495	NA	NA	NA	NA	LOC127059495	basic proline-rich protein-like	LOC127059495	LOC127059495	127059495
127059529	NA	NA	NA	NA	LOC127059529	multimerin-1-like	LOC127059529	LOC127059529	127059529
103826044	NA	NA	NA	NA	CCSER1	coiled-coil serine rich protein 1	CCSER1	LOC103826044	103826044
115485343	NA	NA	NA	NA	ATOH1	atonal bHLH transcription factor 1	ATOH1	LOC115485343	115485343
103826041	NA	NA	NA	NA	HPGDS	hematopoietic prostaglandin D synthase	HPGDS	LOC103826041	103826041
103826039	NA	NA	NA	NA	PDLIM5	PDZ and LIM domain 5	PDLIM5	LOC103826039	103826039
127059573	NA	NA	NA	NA	LOC127059573	uncharacterized LOC127059573	LOC127059573	LOC127059573	127059573
127059572	NA	NA	NA	NA	LOC127059572	uncharacterized LOC127059572	LOC127059572	LOC127059572	127059572
103826272	NA	NA	NA	NA	METAP1	methionyl aminopeptidase 1	METAP1	LOC103826272	103826272
103826033	NA	NA	NA	NA	LOC103826033	alcohol dehydrogenase 1-like	LOC103826033	LOC103826033	103826033
127059593	NA	NA	NA	NA	LOC127059593	uncharacterized LOC127059593	LOC127059593	LOC127059593	127059593
115485326	NA	NA	NA	NA	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	LAMTOR3	LOC115485326	115485326
115485331	NA	NA	NA	NA	LOC115485331	uncharacterized LOC115485331	LOC115485331	LOC115485331	115485331
103826268	NA	NA	NA	NA	PPP3CA	protein phosphatase 3 catalytic subunit alpha	PPP3CA	LOC103826268	103826268
115485362	NA	NA	NA	NA	LOC115485362	uncharacterized LOC115485362	LOC115485362	LOC115485362	115485362
103826264	NA	NA	NA	NA	MANBA	mannosidase beta	MANBA	LOC103826264	103826264
103826025	NA	NA	NA	NA	UBE2D3	ubiquitin conjugating enzyme E2 D3	UBE2D3	LOC103826025	103826025
103826023	NA	NA	NA	NA	CISD2	CDGSH iron sulfur domain 2	CISD2	LOC103826023	103826023
115485341	NA	NA	NA	NA	CXXC4	CXXC finger protein 4	CXXC4	LOC115485341	115485341
103826019	NA	NA	NA	NA	TET2	tet methylcytosine dioxygenase 2	TET2	LOC103826019	103826019
103826261	NA	NA	NA	NA	PPA2	inorganic pyrophosphatase 2	PPA2	LOC103826261	103826261
103826260	NA	NA	NA	NA	LOC103826260	rho guanine nucleotide exchange factor 38	LOC103826260	LOC103826260	103826260
127059588	NA	NA	NA	NA	LOC127059588	rho guanine nucleotide exchange factor 38-like	LOC127059588	LOC127059588	127059588
103826018	NA	NA	NA	NA	INTS12	integrator complex subunit 12	INTS12	LOC103826018	103826018
127059574	NA	NA	NA	NA	LOC127059574	coiled-coil domain-containing protein 1-like	LOC127059574	LOC127059574	127059574
127059532	NA	NA	NA	NA	LOC127059532	uncharacterized LOC127059532	LOC127059532	LOC127059532	127059532
103826259	NA	NA	NA	NA	NPNT	nephronectin	NPNT	LOC103826259	103826259
127059550	NA	NA	NA	NA	LOC127059550	uncharacterized LOC127059550	LOC127059550	LOC127059550	127059550
103826012	NA	NA	NA	NA	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	PAPSS1	LOC103826012	103826012
103826258	NA	NA	NA	NA	LOC103826258	cytochrome P450 2U1	LOC103826258	LOC103826258	103826258
103826257	NA	NA	NA	NA	HADH	hydroxyacyl-CoA dehydrogenase	HADH	LOC103826257	103826257
103826009	NA	NA	NA	NA	LEF1	lymphoid enhancer binding factor 1	LEF1	LOC103826009	103826009
115485340	NA	NA	NA	NA	LOC115485340	uncharacterized LOC115485340	LOC115485340	LOC115485340	115485340
127059554	NA	NA	NA	NA	LOC127059554	uncharacterized LOC127059554	LOC127059554	LOC127059554	127059554
108961178	NA	NA	NA	NA	COL25A1	collagen type XXV alpha 1 chain	COL25A1	LOC108961178	108961178
103826002	NA	NA	NA	NA	PLA2G12A	phospholipase A2 group XIIA	PLA2G12A	LOC103826002	103826002
103825997	NA	NA	NA	NA	ELOVL6	ELOVL fatty acid elongase 6	ELOVL6	LOC103825997	103825997
127059568	NA	NA	NA	NA	LOC127059568	uncharacterized LOC127059568	LOC127059568	LOC127059568	127059568
127059558	NA	NA	NA	NA	FAM241A	family with sequence similarity 241 member A	FAM241A	LOC127059558	127059558
103826251	NA	NA	NA	NA	SMIM19	small integral membrane protein 19	SMIM19	LOC103826251	103826251
127059555	NA	NA	NA	NA	LOC127059555	uncharacterized LOC127059555	LOC127059555	LOC127059555	127059555
103826248	NA	NA	NA	NA	AP5S1	adaptor related protein complex 5 subunit sigma 1	AP5S1	LOC103826248	103826248
127059595	NA	NA	NA	NA	LOC127059595	UDP-glucuronosyltransferase 2B16-like	LOC127059595	LOC127059595	127059595
127059591	NA	NA	NA	NA	LOC127059591	uncharacterized LOC127059591	LOC127059591	LOC127059591	127059591
103825986	NA	NA	NA	NA	EPHA5	EPH receptor A5	EPHA5	LOC103825986	103825986
103825985	NA	NA	NA	NA	REST	RE1 silencing transcription factor	REST	LOC103825985	103825985
103826243	NA	NA	NA	NA	SRP72	signal recognition particle 72	SRP72	LOC103826243	103826243
127059548	NA	NA	NA	NA	ARL9	ADP ribosylation factor like GTPase 9	ARL9	LOC127059548	127059548
115485358	NA	NA	NA	NA	SPINK2	serine peptidase inhibitor Kazal type 2	SPINK2	LOC115485358	115485358
108961195	NA	NA	NA	NA	LOC108961195	uncharacterized LOC108961195	LOC108961195	LOC108961195	108961195
103826241	NA	NA	NA	NA	DUSP4	dual specificity phosphatase 4	DUSP4	LOC103826241	103826241
103826240	NA	NA	NA	NA	TNKS	tankyrase	TNKS	LOC103826240	103826240
103826239	NA	NA	NA	NA	MFHAS1	multifunctional ROCO family signaling regulator 1	MFHAS1	LOC103826239	103826239
103825980	NA	NA	NA	NA	ERI1	exoribonuclease 1	ERI1	LOC103825980	103825980
103825979	NA	NA	NA	NA	PPP1R3B	protein phosphatase 1 regulatory subunit 3B	PPP1R3B	LOC103825979	103825979
127059540	NA	NA	NA	NA	LOC127059540	uncharacterized LOC127059540	LOC127059540	LOC127059540	127059540
103826238	NA	NA	NA	NA	LOC103826238	low-density lipoprotein receptor-related protein 2-like	LOC103826238	LOC103826238	103826238
103826237	NA	NA	NA	NA	LOC103826237	ribonuclease CL2-like	LOC103826237	LOC103826237	103826237
103826235	NA	NA	NA	NA	RPS3A	ribosomal protein S3A	RPS3A	LOC103826235	103826235
127059586	NA	NA	NA	NA	LOC127059586	uncharacterized LOC127059586	LOC127059586	LOC127059586	127059586
127059585	NA	NA	NA	NA	LOC127059585	uncharacterized LOC127059585	LOC127059585	LOC127059585	127059585
127059575	NA	NA	NA	NA	LOC127059575	uncharacterized LOC127059575	LOC127059575	LOC127059575	127059575
103826230	NA	NA	NA	NA	TIGD4	tigger transposable element derived 4	TIGD4	LOC103826230	103826230
127059519	NA	NA	NA	NA	TLR2	toll like receptor 2	TLR2	LOC127059519	127059519
103826229	NA	NA	NA	NA	LOC103826229	toll-like receptor 2 type-1	LOC103826229	LOC103826229	103826229
103826227	NA	NA	NA	NA	DCHS2	dachsous cadherin-related 2	DCHS2	LOC103826227	103826227
103826226	NA	NA	NA	NA	LOC103826226	uncharacterized LOC103826226	LOC103826226	LOC103826226	103826226
103825959	NA	NA	NA	NA	RBM46	RNA binding motif protein 46	RBM46	LOC103825959	103825959
103826225	NA	NA	NA	NA	MAP9	microtubule associated protein 9	MAP9	LOC103826225	103826225
103825956	NA	NA	NA	NA	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	GUCY1B1	GUCY1B1	GUCY1B1
127059536	NA	NA	NA	NA	LOC127059536	uncharacterized LOC127059536	LOC127059536	LOC127059536	127059536
103826223	NA	NA	NA	NA	PDGFC	platelet derived growth factor C	PDGFC	LOC103826223	103826223
103826222	NA	NA	NA	NA	GLRB	glycine receptor beta	GLRB	LOC103826222	103826222
103825953	NA	NA	NA	NA	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	GRIA2	LOC103825953	103825953
103825949	NA	NA	NA	NA	RXFP1	relaxin family peptide receptor 1	RXFP1	LOC103825949	103825949
103825946	NA	NA	NA	NA	PPID	peptidylprolyl isomerase D	PPID	LOC103825946	103825946
108961193	NA	NA	NA	NA	LOC108961193	uncharacterized LOC108961193	LOC108961193	LOC108961193	108961193
115485300	NA	NA	NA	NA	LOC115485300	uncharacterized LOC115485300	LOC115485300	LOC115485300	115485300
108964915	NA	NA	NA	NA	LOC108964915	uncharacterized LOC108964915	LOC108964915	LOC108964915	108964915
108961192	NA	NA	NA	NA	LOC108961192	uncharacterized LOC108961192	LOC108961192	LOC108961192	108961192
127059594	NA	NA	NA	NA	LOC127059594	uncharacterized LOC127059594	LOC127059594	LOC127059594	127059594
103826221	NA	NA	NA	NA	NAF1	nuclear assembly factor 1 ribonucleoprotein	NAF1	LOC103826221	103826221
115485334	NA	NA	NA	NA	LOC115485334	uncharacterized LOC115485334	LOC115485334	LOC115485334	115485334
103825938	NA	NA	NA	NA	MARCHF1	membrane associated ring-CH-type finger 1	MARCHF1	MARCHF1	MARCHF1
103826218	NA	NA	NA	NA	LOC103826218	uncharacterized LOC103826218	LOC103826218	LOC103826218	103826218
103825930	NA	NA	NA	NA	PALLD	palladin, cytoskeletal associated protein	PALLD	LOC103825930	103825930
103826216	NA	NA	NA	NA	LOC103826216	histone PARylation factor 1	LOC103826216	LOC103826216	103826216
103825925	NA	NA	NA	NA	MFAP3L	microfibril associated protein 3 like	MFAP3L	LOC103825925	103825925
115485299	NA	NA	NA	NA	LOC115485299	uncharacterized LOC115485299	LOC115485299	LOC115485299	115485299
103825923	NA	NA	NA	NA	GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6	GALNTL6	LOC103825923	103825923
103826215	NA	NA	NA	NA	SAP30	Sin3A associated protein 30	SAP30	LOC103826215	103826215
127059514	NA	NA	NA	NA	LOC127059514	uncharacterized LOC127059514	LOC127059514	LOC127059514	127059514
127059589	NA	NA	NA	NA	LOC127059589	uncharacterized LOC127059589	LOC127059589	LOC127059589	127059589
103826214	NA	NA	NA	NA	HAND2	heart and neural crest derivatives expressed 2	HAND2	LOC103826214	103826214
108964908	NA	NA	NA	NA	LOC108964908	uncharacterized LOC108964908	LOC108964908	LOC108964908	108964908
108964906	NA	NA	NA	NA	LOC108964906	uncharacterized LOC108964906	LOC108964906	LOC108964906	108964906
127059576	NA	NA	NA	NA	LOC127059576	cbp/p300-interacting transactivator 4-like	LOC127059576	LOC127059576	127059576
103825881	NA	NA	NA	NA	FBXO8	F-box protein 8	FBXO8	LOC103825881	103825881
103826213	NA	NA	NA	NA	SPCS3	signal peptidase complex subunit 3	SPCS3	LOC103826213	103826213
103825771	NA	NA	NA	NA	TENM3	teneurin transmembrane protein 3	TENM3	LOC103825771	103825771
103825760	NA	NA	NA	NA	WWC2	WW and C2 domain containing 2	WWC2	LOC103825760	103825760
115485304	NA	NA	NA	NA	LOC115485304	uncharacterized LOC115485304	LOC115485304	LOC115485304	115485304
103826210	NA	NA	NA	NA	ING2	inhibitor of growth family member 2	ING2	LOC103826210	103826210
127059528	NA	NA	NA	NA	LOC127059528	uncharacterized LOC127059528	LOC127059528	LOC127059528	127059528
108964901	NA	NA	NA	NA	LOC108964901	uncharacterized LOC108964901	LOC108964901	LOC108964901	108964901
115485354	NA	NA	NA	NA	LOC115485354	uncharacterized LOC115485354	LOC115485354	LOC115485354	115485354
103826204	NA	NA	NA	NA	ASAH1	N-acylsphingosine amidohydrolase 1	ASAH1	LOC103826204	103826204
103826200	NA	NA	NA	NA	MTMR7	myotubularin related protein 7	MTMR7	LOC103826200	103826200
103826199	NA	NA	NA	NA	VPS37A	VPS37A subunit of ESCRT-I	VPS37A	LOC103826199	103826199
103825334	NA	NA	NA	NA	ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2	ZDHHC2	LOC103825334	103825334
103826198	NA	NA	NA	NA	MICU3	mitochondrial calcium uptake family member 3	MICU3	LOC103826198	103826198
103826197	NA	NA	NA	NA	FGF20	fibroblast growth factor 20	FGF20	LOC103826197	103826197
103825324	NA	NA	NA	NA	SGCZ	sarcoglycan zeta	SGCZ	LOC103825324	103825324
108961188	NA	NA	NA	NA	LOC108961188	uncharacterized LOC108961188	LOC108961188	LOC108961188	108961188
108964597	NA	NA	NA	NA	EXOC1L	exocyst complex component 1 like	EXOC1L	LOC108964597	108964597
103826190	NA	NA	NA	NA	TMEM165	transmembrane protein 165	TMEM165	LOC103826190	103826190
103826189	NA	NA	NA	NA	SRD5A3	steroid 5 alpha-reductase 3	SRD5A3	LOC103826189	103826189
103826188	NA	NA	NA	NA	KIT	KIT proto-oncogene, receptor tyrosine kinase	KIT	LOC103826188	103826188
103825206	NA	NA	NA	NA	GSX2	GS homeobox 2	GSX2	LOC103825206	103825206
103826187	NA	NA	NA	NA	FIP1L1	factor interacting with PAPOLA and CPSF1	FIP1L1	LOC103826187	103826187
103826184	NA	NA	NA	NA	RASL11B	RAS like family 11 member B	RASL11B	LOC103826184	103826184
103825174	NA	NA	NA	NA	LOC103825174	uncharacterized LOC103825174	LOC103825174	LOC103825174	103825174
103826183	NA	NA	NA	NA	SPATA18	spermatogenesis associated 18	SPATA18	LOC103826183	103826183
103825116	NA	NA	NA	NA	CWH43	cell wall biogenesis 43 C-terminal homolog	CWH43	LOC103825116	103825116
103826181	NA	NA	NA	NA	ZAR1	zygote arrest 1	ZAR1	LOC103826181	103826181
127059490	NA	NA	NA	NA	LOC127059490	uncharacterized LOC127059490	LOC127059490	LOC127059490	127059490
103826173	NA	NA	NA	NA	ATP10D	ATPase phospholipid transporting 10D (putative)	ATP10D	LOC103826173	103826173
103826172	NA	NA	NA	NA	GABRA4	gamma-aminobutyric acid type A receptor subunit alpha4	GABRA4	LOC103826172	103826172
127059561	NA	NA	NA	NA	LOC127059561	uncharacterized LOC127059561	LOC127059561	LOC127059561	127059561
108961187	NA	NA	NA	NA	LOC108961187	uncharacterized LOC108961187	LOC108961187	LOC108961187	108961187
103824959	NA	NA	NA	NA	ATP8A1	ATPase phospholipid transporting 8A1	ATP8A1	LOC103824959	103824959
115485320	NA	NA	NA	NA	SHISA3	shisa family member 3	SHISA3	LOC115485320	115485320
103826169	NA	NA	NA	NA	BEND4	BEN domain containing 4	BEND4	LOC103826169	103826169
103824926	NA	NA	NA	NA	TMEM33	transmembrane protein 33	TMEM33	LOC103824926	103824926
103826168	NA	NA	NA	NA	PHOX2B	paired like homeobox 2B	PHOX2B	LOC103826168	103826168
103824917	NA	NA	NA	NA	LIMCH1	LIM and calponin homology domains 1	LIMCH1	LOC103824917	103824917
103826167	NA	NA	NA	NA	UCHL1	ubiquitin C-terminal hydrolase L1	UCHL1	LOC103826167	103826167
108961186	NA	NA	NA	NA	LOC108961186	uncharacterized LOC108961186	LOC108961186	LOC108961186	108961186
108964019	NA	NA	NA	NA	LOC108964019	uncharacterized LOC108964019	LOC108964019	LOC108964019	108964019
103826164	NA	NA	NA	NA	UBE2K	ubiquitin conjugating enzyme E2 K	UBE2K	LOC103826164	103826164
127059596	NA	NA	NA	NA	LOC127059596	uncharacterized LOC127059596	LOC127059596	LOC127059596	127059596
103826163	NA	NA	NA	NA	LIAS	lipoic acid synthetase	LIAS	LOC103826163	103826163
103824798	NA	NA	NA	NA	RFC1	replication factor C subunit 1	RFC1	LOC103824798	103824798
103824755	NA	NA	NA	NA	LOC103824755	toll-like receptor 1	LOC103824755	LOC103824755	103824755
115483831	NA	NA	NA	NA	LOC115483831	toll-like receptor 6	LOC115483831	LOC115483831	115483831
127059560	NA	NA	NA	NA	LOC127059560	uncharacterized LOC127059560	LOC127059560	LOC127059560	127059560
127059565	NA	NA	NA	NA	LOC127059565	uncharacterized LOC127059565	LOC127059565	LOC127059565	127059565
127059577	NA	NA	NA	NA	LOC127059577	uncharacterized LOC127059577	LOC127059577	LOC127059577	127059577
127059566	NA	NA	NA	NA	LOC127059566	histidine-rich glycoprotein-like	LOC127059566	LOC127059566	127059566
127059570	NA	NA	NA	NA	LOC127059570	uncharacterized LOC127059570	LOC127059570	LOC127059570	127059570
127059562	NA	NA	NA	NA	LOC127059562	uncharacterized LOC127059562	LOC127059562	LOC127059562	127059562
103826156	NA	NA	NA	NA	DTHD1	death domain containing 1	DTHD1	LOC103826156	103826156
103826154	NA	NA	NA	NA	PCDH7	protocadherin 7	PCDH7	LOC103826154	103826154
108963836	NA	NA	NA	NA	LOC108963836	uncharacterized LOC108963836	LOC108963836	LOC108963836	108963836
103824671	NA	NA	NA	NA	STIM2	stromal interaction molecule 2	STIM2	LOC103824671	103824671
103826152	NA	NA	NA	NA	TBC1D19	TBC1 domain family member 19	TBC1D19	LOC103826152	103826152
115485307	NA	NA	NA	NA	SMIM20	small integral membrane protein 20	SMIM20	LOC115485307	115485307
108963798	NA	NA	NA	NA	LOC108963798	uncharacterized LOC108963798	LOC108963798	LOC108963798	108963798
103824572	NA	NA	NA	NA	LGI2	leucine rich repeat LGI family member 2	LGI2	LOC103824572	103824572
103826149	NA	NA	NA	NA	CCDC149	coiled-coil domain containing 149	CCDC149	LOC103826149	103826149
103824561	NA	NA	NA	NA	SOD3	superoxide dismutase 3	SOD3	LOC103824561	103824561
103824539	NA	NA	NA	NA	PPARGC1A	PPARG coactivator 1 alpha	PPARGC1A	LOC103824539	103824539
103826148	NA	NA	NA	NA	LOC103826148	cytosolic beta-glucosidase-like	LOC103826148	LOC103826148	103826148
103826147	NA	NA	NA	NA	ADGRA3	adhesion G protein-coupled receptor A3	ADGRA3	LOC103826147	103826147
103826144	NA	NA	NA	NA	MED28	mediator complex subunit 28	MED28	LOC103826144	103826144
103824290	NA	NA	NA	NA	LOC103824290	complement C1q tumor necrosis factor-related protein 7	LOC103824290	LOC103824290	103824290
103824328	NA	NA	NA	NA	FGFBP1	fibroblast growth factor binding protein 1	FGFBP1	LOC103824328	103824328
103826140	NA	NA	NA	NA	CPEB2	cytoplasmic polyadenylation element binding protein 2	CPEB2	LOC103826140	103826140
115485302	NA	NA	NA	NA	LOC115485302	uncharacterized LOC115485302	LOC115485302	LOC115485302	115485302
115485356	NA	NA	NA	NA	LOC115485356	uncharacterized LOC115485356	LOC115485356	LOC115485356	115485356
127059578	NA	NA	NA	NA	LOC127059578	translation initiation factor IF-2-like	LOC127059578	LOC127059578	127059578
127059486	NA	NA	NA	NA	NKX3-2	NK3 homeobox 2	NKX3-2	LOC127059486	127059486
127059489	NA	NA	NA	NA	LOC127059489	uncharacterized LOC127059489	LOC127059489	LOC127059489	127059489
127059487	NA	NA	NA	NA	LOC127059487	uncharacterized LOC127059487	LOC127059487	LOC127059487	127059487
108963605	NA	NA	NA	NA	CLNK	cytokine dependent hematopoietic cell linker	CLNK	LOC108963605	108963605
103824218	NA	NA	NA	NA	SLC2A9	solute carrier family 2 member 9	SLC2A9	LOC103824218	103824218
103824189	NA	NA	NA	NA	TMEM128	transmembrane protein 128	TMEM128	LOC103824189	103824189
103824199	NA	NA	NA	NA	LYAR	Ly1 antibody reactive	LYAR	LOC103824199	103824199
103824209	NA	NA	NA	NA	ZBTB49	zinc finger and BTB domain containing 49	ZBTB49	LOC103824209	103824209
103826136	NA	NA	NA	NA	STX18	syntaxin 18	STX18	LOC103826136	103826136
127059488	NA	NA	NA	NA	LOC127059488	uncharacterized LOC127059488	LOC127059488	LOC127059488	127059488
103826135	NA	NA	NA	NA	MSX1	msh homeobox 1	MSX1	LOC103826135	103826135
103826133	NA	NA	NA	NA	EVC	EvC ciliary complex subunit 1	EVC	LOC103826133	103826133
103826132	NA	NA	NA	NA	C4H4orf50	chromosome 4 C4orf50 homolog	C4H4orf50	C4H4orf50	C4H4orf50
103824135	NA	NA	NA	NA	JAKMIP1	janus kinase and microtubule interacting protein 1	JAKMIP1	LOC103824135	103824135
127059497	NA	NA	NA	NA	LOC127059497	uncharacterized LOC127059497	LOC127059497	LOC127059497	127059497
115485311	NA	NA	NA	NA	GRPEL1	GrpE like 1, mitochondrial	GRPEL1	LOC115485311	115485311
103826128	NA	NA	NA	NA	SORCS2	sortilin related VPS10 domain containing receptor 2	SORCS2	LOC103826128	103826128
103824030	NA	NA	NA	NA	ABLIM2	actin binding LIM protein family member 2	ABLIM2	LOC103824030	103824030
103826127	NA	NA	NA	NA	TRMT44	tRNA methyltransferase 44 homolog	TRMT44	LOC103826127	103826127
103826126	NA	NA	NA	NA	LOC103826126	homeobox protein HMX1-like	LOC103826126	LOC103826126	103826126
115485325	NA	NA	NA	NA	LOC115485325	homeobox protein HMX1	LOC115485325	LOC115485325	115485325
127059535	NA	NA	NA	NA	LOC127059535	uncharacterized LOC127059535	LOC127059535	LOC127059535	127059535
103826124	NA	NA	NA	NA	ADRA2C	adrenoceptor alpha 2C	ADRA2C	LOC103826124	103826124
108963556	NA	NA	NA	NA	LOC108963556	uncharacterized LOC108963556	LOC108963556	LOC108963556	108963556
103826121	NA	NA	NA	NA	CFAP99	cilia and flagella associated protein 99	CFAP99	LOC103826121	103826121
103823785	NA	NA	NA	NA	ZFYVE28	zinc finger FYVE-type containing 28	ZFYVE28	LOC103823785	103823785
127059559	NA	NA	NA	NA	LOC127059559	uncharacterized LOC127059559	LOC127059559	LOC127059559	127059559
103823762	NA	NA	NA	NA	POLN	DNA polymerase nu	POLN	LOC103823762	103823762
103826119	NA	NA	NA	NA	NAT8L	N-acetyltransferase 8 like	NAT8L	LOC103826119	103826119
127059587	NA	NA	NA	NA	LOC127059587	uncharacterized LOC127059587	LOC127059587	LOC127059587	127059587
127059553	NA	NA	NA	NA	LOC127059553	uncharacterized LOC127059553	LOC127059553	LOC127059553	127059553
103823708	NA	NA	NA	NA	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	LETM1	LOC103823708	103823708
127059551	NA	NA	NA	NA	LOC127059551	suprabasin-like	LOC127059551	LOC127059551	127059551
103826118	NA	NA	NA	NA	LOC103826118	coiled-coil domain-containing protein 42-like	LOC103826118	LOC103826118	103826118
103826117	NA	NA	NA	NA	FGFR3	fibroblast growth factor receptor 3	FGFR3	LOC103826117	103826117
127059563	NA	NA	NA	NA	LOC127059563	uncharacterized LOC127059563	LOC127059563	LOC127059563	127059563
103826116	NA	NA	NA	NA	LOC103826116	uncharacterized LOC103826116	LOC103826116	LOC103826116	103826116
103823659	NA	NA	NA	NA	FAM53A	family with sequence similarity 53 member A	FAM53A	LOC103823659	103823659
127059516	NA	NA	NA	NA	LOC127059516	uncharacterized LOC127059516	LOC127059516	LOC127059516	127059516
103826115	NA	NA	NA	NA	NKX1-1	NK1 homeobox 1	NKX1-1	LOC103826115	103826115
103826114	NA	NA	NA	NA	RNF212	ring finger protein 212	RNF212	LOC103826114	103826114
103823575	NA	NA	NA	NA	ATOH8	atonal bHLH transcription factor 8	ATOH8	LOC103823575	103823575
103826110	NA	NA	NA	NA	IMMT	inner membrane mitochondrial protein	IMMT	LOC103826110	103826110
103823546	NA	NA	NA	NA	REEP1	receptor accessory protein 1	REEP1	LOC103823546	103823546
127059590	NA	NA	NA	NA	LOC127059590	uncharacterized LOC127059590	LOC127059590	LOC127059590	127059590
127059065	NA	NA	NA	NA	CHMP3	charged multivesicular body protein 3	CHMP3	LOC127059065	127059065
103826106	NA	NA	NA	NA	LOC103826106	T-cell surface glycoprotein CD8 alpha chain-like	LOC103826106	LOC103826106	103826106
103826105	NA	NA	NA	NA	LOC103826105	T-cell surface glycoprotein CD8 alpha chain-like	LOC103826105	LOC103826105	103826105
103823482	NA	NA	NA	NA	THNSL2	threonine synthase like 2	THNSL2	LOC103823482	103823482
103826102	NA	NA	NA	NA	FOXI3	forkhead box I3	FOXI3	LOC103826102	103826102
108963368	NA	NA	NA	NA	LOC108963368	uncharacterized LOC108963368	LOC108963368	LOC108963368	108963368
103826101	NA	NA	NA	NA	LOC103826101	probable G-protein coupled receptor No9	LOC103826101	LOC103826101	103826101
