task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2912	7b/0b4fc1	224968	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES101_SEM19-140_Control-lipid_14)	COMPLETED	0	2022-07-17 20:58:58.150	21.1s	21s	166.8%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2924	3c/1ddff0	227818	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES101_SEM19-140_Control-lipid_14)	COMPLETED	0	2022-07-17 20:59:19.232	607ms	0ms	104.5%	6.2 MB	15.2 MB	1.4 MB	91.2 KB
2921	a5/855896	228091	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES2_48_Control-lipid_14)	COMPLETED	0	2022-07-17 20:59:19.843	21.9s	21s	166.7%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2907	45/ef8151	225982	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES101_SEM19-140_Control-lipid_14)	COMPLETED	0	2022-07-17 20:59:08.143	1m 13s	1m 12s	138.3%	4.7 MB	211.1 MB	2.1 GB	225.9 KB
2922	10/22dd5c	226185	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES10_172_Control-protein_14)	COMPLETED	0	2022-07-17 20:59:08.491	1m 14s	1m 14s	137.5%	4.5 MB	211.1 MB	2.1 GB	224.8 KB
2935	40/ff0bac	232455	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES10_172_Control-protein_14)	COMPLETED	0	2022-07-17 21:00:20.810	21.2s	20s	166.9%	3.8 MB	209.7 MB	2.1 GB	5.5 KB
2930	e0/100009	234570	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES2_48_Control-lipid_14)	COMPLETED	0	2022-07-17 21:00:42.065	639ms	0ms	101.0%	1.6 MB	5.4 MB	1.4 MB	91 KB
2920	97/dd325e	229690	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES30_Blue-098_Control-lipid_21)	COMPLETED	0	2022-07-17 20:59:41.719	1m 2s	1m 1s	138.8%	4.7 MB	211.3 MB	1.8 GB	224.4 KB
2932	2b/910a3c	234739	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES30_Blue-098_Control-lipid_21)	COMPLETED	0	2022-07-17 21:00:42.708	17.3s	17s	162.4%	3.7 MB	209.7 MB	1.8 GB	5.5 KB
2937	61/c8d51f	236818	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES10_172_Control-protein_14)	COMPLETED	0	2022-07-17 21:01:00.050	602ms	0ms	104.7%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2934	29/417be4	237039	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES30_Blue-098_Control-lipid_21)	COMPLETED	0	2022-07-17 21:01:00.658	687ms	1s	103.7%	6.2 MB	15.2 MB	1.4 MB	91.2 KB
2938	cf/d8496a	237205	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES53_SEM19-74_MG-protein_0)	COMPLETED	0	2022-07-17 21:01:01.352	599ms	0ms	100.6%	6 MB	15.1 MB	1.4 MB	91 KB
2936	90/c36f86	237392	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES53_SEM19-74_MG-protein_0)	COMPLETED	0	2022-07-17 21:01:01.960	20.2s	19s	163.7%	3.7 MB	209.7 MB	2 GB	5.5 KB
2942	58/5e7a85	239097	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES33_101-LS_MG-lipid_0)	COMPLETED	0	2022-07-17 21:01:22.202	766ms	0ms	99.9%	6.1 MB	15.1 MB	1.4 MB	91.1 KB
2944	4e/a5ea2a	239262	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES16_601_Control-protein_21)	COMPLETED	0	2022-07-17 21:01:22.972	576ms	0ms	98.0%	1.6 MB	5.4 MB	1.4 MB	91.2 KB
2925	16/35d9cc	232681	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES53_SEM19-74_MG-protein_0)	COMPLETED	0	2022-07-17 21:00:22.592	1m 12s	1m 12s	137.7%	4.7 MB	211.3 MB	2 GB	224.7 KB
2941	c2/4e7767	239428	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES33_101-LS_MG-lipid_0)	COMPLETED	0	2022-07-17 21:01:23.555	22.9s	23s	173.3%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2933	05/93f7c8	241720	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES27_619_MG-lipid_21)	COMPLETED	0	2022-07-17 21:01:46.489	701ms	1s	75.2%	3 MB	12.1 MB	1.4 MB	91 KB
2943	60/3e1446	240428	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES16_601_Control-protein_21)	COMPLETED	0	2022-07-17 21:01:34.233	23.2s	22s	170.4%	3.8 MB	209.7 MB	2.4 GB	5.5 KB
2926	5c/e0d697	234903	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES105_625_Control-lipid_21)	COMPLETED	0	2022-07-17 21:00:43.839	1m 35s	1m 34s	139.5%	4.7 MB	211.1 MB	2.7 GB	226.7 KB
2939	ba/6b2447	243040	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES105_625_Control-lipid_21)	COMPLETED	0	2022-07-17 21:01:57.438	25.8s	26s	164.7%	3.7 MB	209.7 MB	2.7 GB	5.5 KB
2928	e5/dc3e96	244796	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES27_619_MG-lipid_21)	COMPLETED	0	2022-07-17 21:02:18.662	21.8s	22s	167.9%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2940	03/6fa574	247057	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES105_625_Control-lipid_21)	COMPLETED	0	2022-07-17 21:02:40.431	700ms	0ms	99.5%	5.8 MB	14.9 MB	1.4 MB	91.3 KB
2931	a4/605e3e	241890	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES33_101-LS_MG-lipid_0)	COMPLETED	0	2022-07-17 21:01:47.197	1m 21s	1m 21s	139.7%	4.7 MB	211.3 MB	2.3 GB	225 KB
2950	83/565abe	249205	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES62_Blue-035_MG-protein_14)	COMPLETED	0	2022-07-17 21:03:08.682	21.7s	21s	163.4%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2953	10/bd66b5	250917	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES62_Blue-035_MG-protein_14)	COMPLETED	0	2022-07-17 21:03:30.419	679ms	0ms	96.7%	1.6 MB	5.4 MB	1.4 MB	91 KB
2918	bd/b71fe2	245269	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES27_619_MG-lipid_21)	COMPLETED	0	2022-07-17 21:02:23.269	1m 14s	1m 14s	137.8%	4.7 MB	211.1 MB	2.2 GB	225.4 KB
2951	71/e492b0	251169	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES81_Blue-047_Control-lipid_0)	COMPLETED	0	2022-07-17 21:03:31.105	22.8s	22s	167.7%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2956	34/7f698a	251855	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES4_164_Control-protein_0)	COMPLETED	0	2022-07-17 21:03:37.376	22.7s	22s	168.7%	3.8 MB	209.7 MB	2.2 GB	5.5 KB
2947	93/e23358	247253	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES16_601_Control-protein_21)	COMPLETED	0	2022-07-17 21:02:41.137	1m 26s	1m 25s	138.4%	4.7 MB	211.1 MB	2.4 GB	225.6 KB
2960	6a/c77de8	253588	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES71_Blue-039_Control-lipid_14)	COMPLETED	0	2022-07-17 21:03:53.898	19.6s	19s	167.2%	3.7 MB	209.7 MB	1.9 GB	5.5 KB
2903	36/7ba8cb	256011	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES25_619_MG-lipid_0)	COMPLETED	0	2022-07-17 21:04:13.532	642ms	1s	79.0%	3 MB	12.1 MB	1.4 MB	90.9 KB
2893	4c/9d4603	255159	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES25_619_MG-lipid_0)	COMPLETED	0	2022-07-17 21:04:06.870	21.7s	21s	170.6%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2954	98/238d53	257747	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES81_Blue-047_Control-lipid_0)	COMPLETED	0	2022-07-17 21:04:28.615	589ms	1s	98.6%	2.7 MB	11.8 MB	1.4 MB	91 KB
2927	b3/79e072	257915	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES102_SEM19-140_Control-lipid_21)	COMPLETED	0	2022-07-17 21:04:29.208	886ms	0ms	63.4%	2.7 MB	11.7 MB	1.4 MB	91.3 KB
2957	74/cd4853	254224	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES62_Blue-035_MG-protein_14)	COMPLETED	0	2022-07-17 21:04:00.113	1m 19s	1m 18s	138.4%	4.7 MB	211.3 MB	2.3 GB	225.9 KB
2892	50/f0ad44	256233	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES25_619_MG-lipid_0)	COMPLETED	0	2022-07-17 21:04:14.182	1m 14s	1m 13s	139.2%	4.6 MB	211.1 MB	2.1 GB	224.9 KB
2914	ea/8b3d2c	261470	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES102_SEM19-140_Control-lipid_21)	COMPLETED	0	2022-07-17 21:05:18.836	24.5s	23s	163.7%	3.7 MB	209.7 MB	2.4 GB	5.5 KB
2910	24/d76cad	258136	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES102_SEM19-140_Control-lipid_21)	COMPLETED	0	2022-07-17 21:04:30.101	1m 24s	1m 23s	139.1%	4.7 MB	211.1 MB	2.4 GB	225.9 KB
2916	ba/b6e2f4	3335	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES19_615_Control-protein_21)	COMPLETED	0	2022-07-17 21:05:54.083	913ms	0ms	74.5%	2.7 MB	11.8 MB	1.4 MB	91.3 KB
2958	cd/6204d1	2052	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES70_Blue-039_Control-lipid_0)	COMPLETED	0	2022-07-17 21:05:43.367	26s	26s	163.4%	3.7 MB	209.7 MB	2.7 GB	5.5 KB
2904	2b/469712	4816	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES19_615_Control-protein_21)	COMPLETED	0	2022-07-17 21:06:09.415	21.8s	21s	168.8%	3.8 MB	209.7 MB	2.2 GB	5.5 KB
3035	1d/a7d719	548	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES87_orange-24_Control-protein_21)	COMPLETED	0	2022-07-17 21:05:28.079	1m 16s	1m 16s	139.8%	4.7 MB	211.3 MB	2.2 GB	224.9 KB
2961	38/a699e4	6558	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES50_Blue-024_Control-protein_14)	COMPLETED	0	2022-07-17 21:06:31.260	19.9s	19s	169.0%	3.7 MB	209.7 MB	1.9 GB	5.5 KB
2899	9a/01c10a	3616	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES19_615_Control-protein_21)	COMPLETED	0	2022-07-17 21:05:55.002	1m 17s	1m 16s	139.4%	4.5 MB	211.3 MB	2.2 GB	225.2 KB
2962	e1/66489c	7797	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES81_Blue-047_Control-lipid_0)	COMPLETED	0	2022-07-17 21:06:44.286	1m 18s	1m 17s	137.0%	4.7 MB	211.3 MB	2.2 GB	225.3 KB
2966	1c/4c2d9b	8645	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES4_164_Control-protein_0)	COMPLETED	0	2022-07-17 21:06:51.169	1m 18s	1m 17s	138.2%	4.7 MB	211.1 MB	2.2 GB	225.4 KB
2909	d6/ff7ad0	13418	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES12_209_MG-lipid_0)	COMPLETED	0	2022-07-17 21:08:02.438	23.1s	23s	165.8%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2923	0a/30bcfb	15783	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES12_209_MG-lipid_0)	COMPLETED	0	2022-07-17 21:08:25.521	580ms	0ms	95.2%	1.6 MB	5.4 MB	1.4 MB	91 KB
2963	92/55833b	15951	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES4_164_Control-protein_0)	COMPLETED	0	2022-07-17 21:08:26.107	570ms	0ms	106.9%	6.2 MB	15.2 MB	1.4 MB	90.9 KB
2969	0d/048e16	16117	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES70_Blue-039_Control-lipid_0)	COMPLETED	0	2022-07-17 21:08:26.684	466ms	1s	100.2%	6.3 MB	15.3 MB	1.5 MB	91.3 KB
2906	ff/6b05c9	10358	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES12_209_MG-lipid_0)	COMPLETED	0	2022-07-17 21:07:12.282	1m 22s	1m 22s	137.4%	4.7 MB	211.3 MB	2.3 GB	225.8 KB
2917	af/de0816	16986	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES23_Blue-010_Control-lipid_0)	COMPLETED	0	2022-07-17 21:08:34.364	22.9s	23s	167.0%	3.7 MB	209.7 MB	2.3 GB	5.5 KB
2929	5b/d607cf	18851	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES23_Blue-010_Control-lipid_0)	COMPLETED	0	2022-07-17 21:08:57.274	519ms	0ms	106.7%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2965	66/8c99b6	19020	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES84_LD19-239_MG-lipid_0)	COMPLETED	0	2022-07-17 21:08:57.800	22.5s	22s	172.2%	3.7 MB	209.7 MB	2.3 GB	5.5 KB
2945	4f/e4f677	20807	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES49_Blue-024_Control-protein_0)	COMPLETED	0	2022-07-17 21:09:20.315	21.5s	21s	172.1%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2946	b1/f45e9f	22359	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES49_Blue-024_Control-protein_0)	COMPLETED	0	2022-07-17 21:09:41.842	586ms	0ms	97.0%	5.3 MB	14.2 MB	1.4 MB	91 KB
2967	4b/fe1f94	14137	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES70_Blue-039_Control-lipid_0)	COMPLETED	0	2022-07-17 21:08:08.807	1m 35s	1m 35s	139.6%	4.6 MB	211.1 MB	2.7 GB	226.8 KB
2972	9c/94cf58	22758	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES71_Blue-039_Control-lipid_14)	COMPLETED	0	2022-07-17 21:09:44.263	528ms	0ms	100.4%	1.6 MB	5.4 MB	1.4 MB	91 KB
2911	5d/328f5c	16295	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES23_Blue-010_Control-lipid_0)	COMPLETED	0	2022-07-17 21:08:27.156	1m 23s	1m 21s	139.9%	4.7 MB	211.3 MB	2.3 GB	225.3 KB
2973	06/19bb34	23892	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES50_Blue-024_Control-protein_14)	COMPLETED	0	2022-07-17 21:09:49.978	642ms	0ms	103.8%	6.2 MB	15.2 MB	1.4 MB	90.9 KB
2919	b5/7ac90d	24168	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES20_618_Control-lipid_0)	COMPLETED	0	2022-07-17 21:09:50.628	938ms	1s	44.6%	2.7 MB	11.7 MB	1.4 MB	91.2 KB
2974	76/9a0204	22982	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES71_Blue-039_Control-lipid_14)	COMPLETED	0	2022-07-17 21:09:44.795	1m 8s	1m 7s	136.1%	4.6 MB	211.3 MB	1.9 GB	224.8 KB
2952	f6/ed51ba	22535	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES49_Blue-024_Control-protein_0)	COMPLETED	0	2022-07-17 21:09:42.434	1m 15s	1m 15s	139.3%	4.6 MB	211.1 MB	2.1 GB	224.8 KB
2975	79/5f1a3d	24401	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES50_Blue-024_Control-protein_14)	COMPLETED	0	2022-07-17 21:09:51.572	1m 8s	1m 8s	138.3%	4.4 MB	211.3 MB	1.9 GB	224.8 KB
2908	97/3f7ebf	28201	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES20_618_Control-lipid_0)	COMPLETED	0	2022-07-17 21:10:52.974	23.2s	23s	174.4%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2959	0c/8dd338	31026	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES11_172_Control-protein_21)	COMPLETED	0	2022-07-17 21:11:16.224	23.9s	23s	168.4%	3.7 MB	209.7 MB	2.4 GB	5.5 KB
2902	fd/d5678b	28715	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES20_618_Control-lipid_0)	COMPLETED	0	2022-07-17 21:10:57.893	1m 19s	1m 18s	139.8%	4.6 MB	211.1 MB	2.3 GB	225.4 KB
2970	aa/92f9cb	35117	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES11_172_Control-protein_21)	COMPLETED	0	2022-07-17 21:12:16.819	681ms	0ms	102.1%	6.3 MB	15.2 MB	1.5 MB	91.1 KB
2978	72/d97078	29084	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES84_LD19-239_MG-lipid_0)	COMPLETED	0	2022-07-17 21:10:59.446	1m 19s	1m 19s	140.4%	4.7 MB	211.1 MB	2.3 GB	225.8 KB
2968	da/5231e6	32764	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES11_172_Control-protein_21)	COMPLETED	0	2022-07-17 21:11:40.129	1m 23s	1m 23s	138.2%	4.7 MB	211.3 MB	2.4 GB	225.9 KB
2980	6e/4b6f66	38660	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES84_LD19-239_MG-lipid_0)	COMPLETED	0	2022-07-17 21:13:03.434	615ms	0ms	100.1%	6.2 MB	15.2 MB	1.4 MB	91 KB
2971	f9/c72afe	38828	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES54_SEM19-74_MG-protein_14)	COMPLETED	0	2022-07-17 21:13:04.056	21.6s	21s	167.9%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2983	43/cff1cf	40526	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES54_SEM19-74_MG-protein_14)	COMPLETED	0	2022-07-17 21:13:25.633	767ms	1s	106.0%	1.6 MB	5.4 MB	1.4 MB	91 KB
2979	ea/eca2f4	35285	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES54_SEM19-74_MG-protein_14)	COMPLETED	0	2022-07-17 21:12:17.504	1m 15s	1m 15s	140.0%	4.7 MB	211.1 MB	2.1 GB	225 KB
2985	b0/7333aa	41389	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES46_Blue-015_MG-lipid_21)	COMPLETED	0	2022-07-17 21:13:32.370	590ms	0ms	102.1%	1.6 MB	5.4 MB	1.5 MB	91.1 KB
2981	8f/bf10da	35452	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES46_Blue-015_MG-lipid_21)	COMPLETED	0	2022-07-17 21:12:18.865	1m 20s	1m 19s	140.3%	4.5 MB	211.3 MB	2.3 GB	226.2 KB
2984	c5/025222	40747	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES46_Blue-015_MG-lipid_21)	COMPLETED	0	2022-07-17 21:13:26.405	23.8s	23s	171.0%	3.7 MB	209.7 MB	2.3 GB	5.5 KB
2989	9e/b2f971	42435	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES63_Blue-035_MG-protein_21)	COMPLETED	0	2022-07-17 21:13:39.163	21.2s	21s	170.8%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2997	ed/7f997c	44663	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES63_Blue-035_MG-protein_21)	COMPLETED	0	2022-07-17 21:14:00.325	668ms	0ms	98.0%	6.2 MB	15.2 MB	1.4 MB	91.1 KB
2996	2a/34fe2e	44884	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES72_Blue-039_Control-lipid_21)	COMPLETED	0	2022-07-17 21:14:01.000	21.5s	21s	168.7%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
3078	12/5bead6	46618	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES94_SEM19-76_MG-lipid_21)	COMPLETED	0	2022-07-17 21:14:22.475	690ms	0ms	102.9%	6.2 MB	15.2 MB	1.4 MB	91 KB
2987	d8/35621d	41558	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES63_Blue-035_MG-protein_21)	COMPLETED	0	2022-07-17 21:13:32.968	1m 12s	1m 12s	140.5%	4.7 MB	211.1 MB	2.1 GB	224.7 KB
